UID;Artist Name;Track Title;Album Title;Date;Genre;Style;Length;Release;Publisher;Album Artist;Rating;Mood;Track Number;Total Tracks;Disc Number;Total Discs;URL;Play count;First played;Last played;Play stamp;Track URL
DWK18328sb07;Kognitif;Sexy Brown;My Space World (LP);2012;Electronic;Trip Hop;199;DWK183;Dusted Wax Kingdom;Kognitif;2;2;07;16;1;1;http://archive.org/details/DWK183;2;2012-11-24 12:42:49;2012-11-25 19:07:38;2012-11-24 12:42:49, 2012-11-25 19:07:38;?
DWK18396aj08;Kognitif;Another Jungle;My Space World (LP);2012;Electronic;Trip Hop;309;DWK183;Dusted Wax Kingdom;Kognitif;2;2;08;16;1;1;http://archive.org/details/DWK183;2;2012-11-24 12:46:08;2012-11-25 19:11:47;2012-11-24 12:46:08, 2012-11-25 19:11:47;?
DWK18365sa09;Kognitif;Soul And Blade;My Space World (LP);2012;Electronic;Trip Hop;148;DWK183;Dusted Wax Kingdom;Kognitif;2;2;09;16;1;1;http://archive.org/details/DWK183;1;2012-11-24 12:51:16;2012-11-24 12:51:16;2012-11-24 12:51:16;?
DWK18378lf10;Kognitif;Light For My Missing;My Space World (LP);2012;Electronic;Trip Hop;212;DWK183;Dusted Wax Kingdom;Kognitif;2;2;10;16;1;1;http://archive.org/details/DWK183;2;2012-11-24 12:52:23;2012-11-25 13:24:08;2012-11-24 12:52:23, 2012-11-25 13:24:08;?
DWK18308bs11;Kognitif;Blue Speed;My Space World (LP);2012;Electronic;Trip Hop;185;DWK183;Dusted Wax Kingdom;Kognitif;3;2;11;16;1;1;http://archive.org/details/DWK183;3;2012-11-25 13:25:23;2013-01-09 00:13:16;2012-11-25 13:25:23, 2013-01-08 23:53:01, 2013-01-09 00:13:16;?
DWK18338bl12;Kognitif;Before Long;My Space World (LP);2012;Electronic;Trip Hop;290;DWK183;Dusted Wax Kingdom;Kognitif;3;2;12;16;1;1;http://archive.org/details/DWK183;1;2012-11-25 13:28:28;2012-11-25 13:28:28;2012-11-25 13:28:28;?
DWK18362gi13;Kognitif;Global Issues;My Space World (LP);2012;Electronic;Trip Hop;181;DWK183;Dusted Wax Kingdom;Kognitif;3;2;13;16;1;1;http://archive.org/details/DWK183;1;2012-11-25 14:20:34;2012-11-25 14:20:34;2012-11-25 14:20:34;?
DWK18360rt14;Kognitif;Rocket Trip;My Space World (LP);2012;Electronic;Trip Hop;194;DWK183;Dusted Wax Kingdom;Kognitif;4;2;14;16;1;1;http://archive.org/details/DWK183;4;2012-11-25 14:23:35;2013-01-08 23:55:41;2012-11-25 14:23:35, 2012-11-25 18:17:40, 2013-01-08 23:49:06, 2013-01-08 23:55:41;?
DWK18300wu15;Kognitif;Wake Up;My Space World (LP);2012;Electronic;Trip Hop;197;DWK183;Dusted Wax Kingdom;Kognitif;2;2;15;16;1;1;http://archive.org/details/DWK183;1;2012-11-25 18:18:51;2012-11-25 18:18:51;2012-11-25 18:18:51;?
DWK18350ts16;Kognitif;Toxic Shock;My Space World (LP);2012;Electronic;Trip Hop;533;DWK183;Dusted Wax Kingdom;Kognitif;3;2;16;16;1;1;http://archive.org/details/DWK183;1;2012-11-25 18:20:19;2012-11-25 18:20:19;2012-11-25 18:20:19;?
DWK18616m01;Radj;Massaraksh;Saraksh (EP);2012;Electronic;Trip Hop;125;DWK186;Dusted Wax Kingdom;Radj;3;1;01;05;1;1;https://archive.org/details/DWK186;2;2013-01-08 20:20:40;2013-01-30 00:12:23;2013-01-08 20:20:40, 2013-01-30 00:12:23;?
DWK18620p02;Radj;Plankton;Saraksh (EP);2012;Electronic;Trip Hop;190;DWK186;Dusted Wax Kingdom;Radj;2;2;02;05;1;1;https://archive.org/details/DWK186;2;2013-01-08 00:47:03;2013-02-03 21:54:42;2013-01-08 00:47:03, 2013-02-03 21:54:42;?
DWK18648g03;Radj;Groovearmy;Saraksh (EP);2012;Electronic;Trip Hop;166;DWK186;Dusted Wax Kingdom;Radj;2;1;03;05;1;1;https://archive.org/details/DWK186;1;2013-01-30 00:14:08;2013-01-30 00:14:08;2013-01-30 00:14:08;?
DWK18652s04;Radj;Soulscript;Saraksh (EP);2012;Electronic;Trip Hop;156;DWK186;Dusted Wax Kingdom;Radj;2;2;04;05;1;1;https://archive.org/details/DWK186;2;2012-12-16 12:04:24;2013-02-03 21:57:00;2012-12-16 12:04:24, 2013-02-03 21:57:00;?
DWK18602ri05;Radj;Raized In Zion;Saraksh (EP);2012;Electronic;Trip Hop;197;DWK186;Dusted Wax Kingdom;Radj;2;1;05;05;1;1;https://archive.org/details/DWK186;2;2013-01-08 01:07:01;2013-02-07 15:16:01;2013-01-08 01:07:01, 2013-02-07 15:16:01;?
dystopiaq02960mm101;mix-toor;Material Music;mix-toor presents: This is material music. I do your condition;2012;Electronic;Compilation, Experimental;173;dystopiaq029;Dystopiaq;Various Artists;3;2;01;23;1;2;http://www.archive.org/details/dystopiaq029;1;2012-02-29 20:38:34;2012-02-29 20:38:34;2012-02-29 20:38:34;?
dystopiaq02918l102;The Broke Unknown;Lisboa;mix-toor presents: This is material music. I do your condition;2012;Electronic;Compilation, Experimental;195;dystopiaq029;Dystopiaq;Various Artists;2;2;02;23;1;2;http://www.archive.org/details/dystopiaq029;1;2012-02-29 20:44:01;2012-02-29 20:44:01;2012-02-29 20:44:01;?
dystopiaq02966in103;Tronx;It's Not Jazz;mix-toor presents: This is material music. I do your condition;2012;Electronic;Compilation, Experimental;84;dystopiaq029;Dystopiaq;Various Artists;3;2;03;23;1;2;http://www.archive.org/details/dystopiaq029;1;2012-02-29 20:44:01;2012-02-29 20:44:01;2012-02-29 20:44:01;?
dystopiaq02953lv104;Astro;Lo Vibes Everyday;mix-toor presents: This is material music. I do your condition;2012;Electronic;Compilation, Experimental;134;dystopiaq029;Dystopiaq;Various Artists;2;2;04;23;1;2;http://www.archive.org/details/dystopiaq029;1;2012-02-29 20:44:01;2012-02-29 20:44:01;2012-02-29 20:44:01;?
dystopiaq02940lp105;100R;Let's Play feat. m-one beat;mix-toor presents: This is material music. I do your condition;2012;Electronic;Compilation, Experimental;152;dystopiaq029;Dystopiaq;Various Artists;2;2;05;23;1;2;http://www.archive.org/details/dystopiaq029;1;2012-02-29 20:44:01;2012-02-29 20:44:01;2012-02-29 20:44:01;?
dystopiaq02917lc106;Glyphick;Latenite Cruise 2;mix-toor presents: This is material music. I do your condition;2012;Electronic;Compilation, Experimental;100;dystopiaq029;Dystopiaq;Various Artists;2;2;06;23;1;2;http://www.archive.org/details/dystopiaq029;1;2012-02-29 20:44:01;2012-02-29 20:44:01;2012-02-29 20:44:01;?
dystopiaq02937d107;A-Rookie;Depth;mix-toor presents: This is material music. I do your condition;2012;Electronic;Compilation, Experimental;252;dystopiaq029;Dystopiaq;Various Artists;2;2;07;23;1;2;http://www.archive.org/details/dystopiaq029;1;2012-02-25 09:37:05;2012-02-25 09:37:05;2012-02-25 09:37:05;?
dystopiaq02991s108;Sátt;Sea;mix-toor presents: This is material music. I do your condition;2012;Electronic;Compilation, Experimental;163;dystopiaq029;Dystopiaq;Various Artists;2;2;08;23;1;2;http://www.archive.org/details/dystopiaq029;1;2012-02-14 21:25:12;2012-02-14 21:25:12;2012-02-14 21:25:12;?
dystopiaq02989yo109;Solarr;You're On My Mind;mix-toor presents: This is material music. I do your condition;2012;Electronic;Compilation, Experimental;56;dystopiaq029;Dystopiaq;Various Artists;2;2;09;23;1;2;http://www.archive.org/details/dystopiaq029;1;2012-02-25 09:36:24;2012-02-25 09:36:24;2012-02-25 09:36:24;?
dystopiaq02921mf110;Charton Push;Mrnng Frshnss;mix-toor presents: This is material music. I do your condition;2012;Electronic;Compilation, Experimental;115;dystopiaq029;Dystopiaq;Various Artists;2;2;10;23;1;2;http://www.archive.org/details/dystopiaq029;1;2012-02-29 20:44:01;2012-02-29 20:44:01;2012-02-29 20:44:01;?
dystopiaq02926vn111;Cao Sao Vang;Voodoo Night Dance;mix-toor presents: This is material music. I do your condition;2012;Electronic;Compilation, Experimental;210;dystopiaq029;Dystopiaq;Various Artists;2;2;11;23;1;2;http://www.archive.org/details/dystopiaq029;1;2012-02-29 20:44:01;2012-02-29 20:44:01;2012-02-29 20:44:01;?
dystopiaq02994f112;Whitewu;Futility;mix-toor presents: This is material music. I do your condition;2012;Electronic;Compilation, Experimental;160;dystopiaq029;Dystopiaq;Various Artists;2;2;12;23;1;2;http://www.archive.org/details/dystopiaq029;1;2012-02-22 22:05:25;2012-02-22 22:05:25;2012-02-22 22:05:25;?
dystopiaq02954oc113;Bona Fat (SOUL EATER RECORDINGS;Obligate Community;mix-toor presents: This is material music. I do your condition;2012;Electronic;Compilation, Experimental;295;dystopiaq029;Dystopiaq;Various Artists;2;2;13;23;1;2;http://www.archive.org/details/dystopiaq029;2;2012-02-14 21:55:04;2012-03-03 14:44:26;2012-02-14 21:55:04, 2012-03-03 14:44:26;?
dystopiaq02981s114;choco.bear;SomeWhere;mix-toor presents: This is material music. I do your condition;2012;Electronic;Compilation, Experimental;191;dystopiaq029;Dystopiaq;Various Artists;3;3;14;23;1;2;http://www.archive.org/details/dystopiaq029;1;2012-02-29 20:44:01;2012-02-29 20:44:01;2012-02-29 20:44:01;?
dystopiaq02910iw115;htrspltn;I Want You To Get Mad;mix-toor presents: This is material music. I do your condition;2012;Electronic;Compilation, Experimental;181;dystopiaq029;Dystopiaq;Various Artists;2;2;15;23;1;2;http://www.archive.org/details/dystopiaq029;1;2012-02-22 21:51:38;2012-02-22 21:51:38;2012-02-22 21:51:38;?
dystopiaq02961v116;JP Balboa;Visions;mix-toor presents: This is material music. I do your condition;2012;Electronic;Compilation, Experimental;108;dystopiaq029;Dystopiaq;Various Artists;2;2;16;23;1;2;http://www.archive.org/details/dystopiaq029;1;2012-02-29 20:44:01;2012-02-29 20:44:01;2012-02-29 20:44:01;?
dystopiaq02911n117;knhbtz;Nevermore;mix-toor presents: This is material music. I do your condition;2012;Electronic;Compilation, Experimental;123;dystopiaq029;Dystopiaq;Various Artists;3;2;17;23;1;2;http://www.archive.org/details/dystopiaq029;1;2012-02-24 13:32:35;2012-02-24 13:32:35;2012-02-24 13:32:35;?
dystopiaq02989hi118;Pavel Ku;Haze In The Autumn;mix-toor presents: This is material music. I do your condition;2012;Electronic;Compilation, Experimental;132;dystopiaq029;Dystopiaq;Various Artists;3;2;18;23;1;2;http://www.archive.org/details/dystopiaq029;1;2012-02-22 21:32:31;2012-02-22 21:32:31;2012-02-22 21:32:31;?
dystopiaq02905mh119;Funky Monkee;My Homeland Is Space (Remix);mix-toor presents: This is material music. I do your condition;2012;Electronic;Compilation, Experimental;162;dystopiaq029;Dystopiaq;Various Artists;2;2;19;23;1;2;http://www.archive.org/details/dystopiaq029;1;2012-02-22 22:13:58;2012-02-22 22:13:58;2012-02-22 22:13:58;?
dystopiaq02988cw120;Masta Kate;Choose Wisely;mix-toor presents: This is material music. I do your condition;2012;Electronic;Compilation, Experimental;208;dystopiaq029;Dystopiaq;Various Artists;3;2;20;23;1;2;http://www.archive.org/details/dystopiaq029;1;2012-02-24 13:44:06;2012-02-24 13:44:06;2012-02-24 13:44:06;?
dystopiaq02925mb121;After Loop;Mint Bytes;mix-toor presents: This is material music. I do your condition;2012;Electronic;Compilation, Experimental;234;dystopiaq029;Dystopiaq;Various Artists;3;2;21;23;1;2;http://www.archive.org/details/dystopiaq029;1;2012-02-29 20:44:01;2012-02-29 20:44:01;2012-02-29 20:44:01;?
dystopiaq02952bt122;Prof.Logik;Bummed Ticker;mix-toor presents: This is material music. I do your condition;2012;Electronic;Compilation, Experimental;199;dystopiaq029;Dystopiaq;Various Artists;3;2;22;23;1;2;http://www.archive.org/details/dystopiaq029;1;2012-02-29 20:44:01;2012-02-29 20:44:01;2012-02-29 20:44:01;?
dystopiaq02940aa123;JA:KOVA;Alone Again;mix-toor presents: This is material music. I do your condition;2012;Electronic;Compilation, Experimental;181;dystopiaq029;Dystopiaq;Various Artists;3;2;23;23;1;2;http://www.archive.org/details/dystopiaq029;2;2012-02-26 17:15:52;2012-03-03 15:41:06;2012-02-26 17:15:52, 2012-03-03 15:41:06;?
dystopiaq02923ai201;Ama;Awake In Bed;mix-toor presents: This is material music. I do your condition;2012;Electronic;Compilation, Experimental;151;dystopiaq029;Dystopiaq;Various Artists;2;2;01;23;2;2;http://www.archive.org/details/dystopiaq029;1;2012-02-29 20:44:01;2012-02-29 20:44:01;2012-02-29 20:44:01;?
dystopiaq02971di202;carma;Day In Life;mix-toor presents: This is material music. I do your condition;2012;Electronic;Compilation, Experimental;121;dystopiaq029;Dystopiaq;Various Artists;3;2;02;23;2;2;http://www.archive.org/details/dystopiaq029;1;2012-02-29 20:44:01;2012-02-29 20:44:01;2012-02-29 20:44:01;?
dystopiaq02935em203;Mononome;Evil Men;mix-toor presents: This is material music. I do your condition;2012;Electronic;Compilation, Experimental;81;dystopiaq029;Dystopiaq;Various Artists;3;2;03;23;2;2;http://www.archive.org/details/dystopiaq029;1;2012-02-22 21:33:16;2012-02-22 21:33:16;2012-02-22 21:33:16;?
dystopiaq02934a204;.Abe;Acceptance;mix-toor presents: This is material music. I do your condition;2012;Electronic;Compilation, Experimental;140;dystopiaq029;Dystopiaq;Various Artists;3;2;04;23;2;2;http://www.archive.org/details/dystopiaq029;1;2012-02-29 20:44:01;2012-02-29 20:44:01;2012-02-29 20:44:01;?
dystopiaq02937y205;StUpor;Youth;mix-toor presents: This is material music. I do your condition;2012;Electronic;Compilation, Experimental;232;dystopiaq029;Dystopiaq;Various Artists;3;2;05;23;2;2;http://www.archive.org/details/dystopiaq029;1;2012-02-29 20:44:01;2012-02-29 20:44:01;2012-02-29 20:44:01;?
dystopiaq02912cf206;Metaharmoniks;Chacha (feat. Sergey Kuznetcov);mix-toor presents: This is material music. I do your condition;2012;Electronic;Compilation, Experimental;175;dystopiaq029;Dystopiaq;Various Artists;3;2;06;23;2;2;http://www.archive.org/details/dystopiaq029;1;2012-02-29 20:44:01;2012-02-29 20:44:01;2012-02-29 20:44:01;?
dystopiaq02922wn207;InfiniteWays;Winter Night;mix-toor presents: This is material music. I do your condition;2012;Electronic;Compilation, Experimental;94;dystopiaq029;Dystopiaq;Various Artists;3;2;07;23;2;2;http://www.archive.org/details/dystopiaq029;1;2012-02-25 11:22:01;2012-02-25 11:22:01;2012-02-25 11:22:01;?
dystopiaq029903208;Weirddough;3rdear;mix-toor presents: This is material music. I do your condition;2012;Electronic;Compilation, Experimental;141;dystopiaq029;Dystopiaq;Various Artists;2;2;08;23;2;2;http://www.archive.org/details/dystopiaq029;2;2012-02-14 21:42:12;2012-02-22 21:22:28;2012-02-14 21:42:12, 2012-02-22 21:22:28;?
dystopiaq02920a209;m-one beat;Anti;mix-toor presents: This is material music. I do your condition;2012;Electronic;Compilation, Experimental;204;dystopiaq029;Dystopiaq;Various Artists;2;2;09;23;2;2;http://www.archive.org/details/dystopiaq029;1;2012-02-22 22:01:16;2012-02-22 22:01:16;2012-02-22 22:01:16;?
dystopiaq02956cf210;ManOnWire;Creature From Another Time;mix-toor presents: This is material music. I do your condition;2012;Electronic;Compilation, Experimental;196;dystopiaq029;Dystopiaq;Various Artists;2;2;10;23;2;2;http://www.archive.org/details/dystopiaq029;1;2012-02-29 20:30:08;2012-02-29 20:30:08;2012-02-29 20:30:08;?
dystopiaq02983s211;Crookram;Slon;mix-toor presents: This is material music. I do your condition;2012;Electronic;Compilation, Experimental;166;dystopiaq029;Dystopiaq;Various Artists;2;2;11;23;2;2;http://www.archive.org/details/dystopiaq029;1;2012-02-29 20:44:01;2012-02-29 20:44:01;2012-02-29 20:44:01;?
dystopiaq02911h212;Az Matter;Huricane;mix-toor presents: This is material music. I do your condition;2012;Electronic;Compilation, Experimental;155;dystopiaq029;Dystopiaq;Various Artists;2;2;12;23;2;2;http://www.archive.org/details/dystopiaq029;1;2012-02-22 22:06:32;2012-02-22 22:06:32;2012-02-22 22:06:32;?
dystopiaq02910ap213;RainbowRush8;Atmospheric Pressure;mix-toor presents: This is material music. I do your condition;2012;Electronic;Compilation, Experimental;90;dystopiaq029;Dystopiaq;Various Artists;2;3;13;23;2;2;http://www.archive.org/details/dystopiaq029;1;2012-02-26 20:27:11;2012-02-26 20:27:11;2012-02-26 20:27:11;?
dystopiaq02977u214;Rozzy;Undeathinded;mix-toor presents: This is material music. I do your condition;2012;Electronic;Compilation, Experimental;253;dystopiaq029;Dystopiaq;Various Artists;3;1;14;23;2;2;http://www.archive.org/details/dystopiaq029;1;2012-02-25 12:30:17;2012-02-25 12:30:17;2012-02-25 12:30:17;?
dystopiaq02930s215;Lafumio;Streets;mix-toor presents: This is material music. I do your condition;2012;Electronic;Compilation, Experimental;100;dystopiaq029;Dystopiaq;Various Artists;2;2;15;23;2;2;http://www.archive.org/details/dystopiaq029;1;2012-02-25 09:51:19;2012-02-25 09:51:19;2012-02-25 09:51:19;?
dystopiaq02921tc216;3DG;Times're Changin';mix-toor presents: This is material music. I do your condition;2012;Electronic;Compilation, Experimental;298;dystopiaq029;Dystopiaq;Various Artists;2;2;16;23;2;2;http://www.archive.org/details/dystopiaq029;1;2012-02-25 12:05:49;2012-02-25 12:05:49;2012-02-25 12:05:49;?
dystopiaq02988l217;wMP;Lonely;mix-toor presents: This is material music. I do your condition;2012;Electronic;Compilation, Experimental;194;dystopiaq029;Dystopiaq;Various Artists;1;2;17;23;2;2;http://www.archive.org/details/dystopiaq029;1;2012-02-25 12:47:16;2012-02-25 12:47:16;2012-02-25 12:47:16;?
dystopiaq02936n218;Areh;Name;mix-toor presents: This is material music. I do your condition;2012;Electronic;Compilation, Experimental;147;dystopiaq029;Dystopiaq;Various Artists;2;2;18;23;2;2;http://www.archive.org/details/dystopiaq029;1;2012-02-14 21:28:59;2012-02-14 21:28:59;2012-02-14 21:28:59;?
dystopiaq02999eb219;Sweet Love Beatz;Engine Boy;mix-toor presents: This is material music. I do your condition;2012;Electronic;Compilation, Experimental;203;dystopiaq029;Dystopiaq;Various Artists;2;2;19;23;2;2;http://www.archive.org/details/dystopiaq029;1;2012-02-29 20:44:01;2012-02-29 20:44:01;2012-02-29 20:44:01;?
dystopiaq02900tp220;Jahzoviy;The Pair Inspiration Of Depth;mix-toor presents: This is material music. I do your condition;2012;Electronic;Compilation, Experimental;201;dystopiaq029;Dystopiaq;Various Artists;2;2;20;23;2;2;http://www.archive.org/details/dystopiaq029;1;2012-02-29 20:32:53;2012-02-29 20:32:53;2012-02-29 20:32:53;?
dystopiaq02936fs221;Cardio Rhythm;Falling Stars;mix-toor presents: This is material music. I do your condition;2012;Electronic;Compilation, Experimental;167;dystopiaq029;Dystopiaq;Various Artists;2;2;21;23;2;2;http://www.archive.org/details/dystopiaq029;1;2012-02-26 19:52:59;2012-02-26 19:52:59;2012-02-26 19:52:59;?
dystopiaq02982wb222;New Blaze;Wonderful (Brooklyn Romantics);mix-toor presents: This is material music. I do your condition;2012;Electronic;Compilation, Experimental;182;dystopiaq029;Dystopiaq;Various Artists;3;2;22;23;2;2;http://www.archive.org/details/dystopiaq029;1;2012-02-29 20:44:01;2012-02-29 20:44:01;2012-02-29 20:44:01;?
dystopiaq02915lt223;JBbeats;Love Theme;mix-toor presents: This is material music. I do your condition;2012;Electronic;Compilation, Experimental;186;dystopiaq029;Dystopiaq;Various Artists;3;2;23;23;2;2;http://www.archive.org/details/dystopiaq029;1;2012-02-29 20:44:01;2012-02-29 20:44:01;2012-02-29 20:44:01;?
dystopiaq0358301;Concrete Swords;.scope;Tape Hex;2012;Electronic;IDM, Minimal;76;dystopiaq035;Dystopiaq;Concrete Swords;2;1;01;04;1;1;http://archive.org/details/dystopiaq035;2;2012-09-13 22:06:15;2012-10-12 21:54:39;2012-09-13 22:06:15, 2012-10-12 21:54:39;?
dystopiaq03576102;Concrete Swords;11-10-11;Tape Hex;2012;Electronic;IDM, Minimal;308;dystopiaq035;Dystopiaq;Concrete Swords;3;1;02;04;1;1;http://archive.org/details/dystopiaq035;2;2012-09-13 22:07:31;2012-10-12 21:55:55;2012-09-13 22:07:31, 2012-10-12 21:55:55;?
dystopiaq03598f03;Concrete Swords;Falls__;Tape Hex;2012;Electronic;IDM, Minimal;257;dystopiaq035;Dystopiaq;Concrete Swords;2;1;03;04;1;1;http://archive.org/details/dystopiaq035;2;2012-09-13 22:12:39;2013-01-17 23:48:19;2012-09-13 22:12:39, 2013-01-17 23:48:19;?
dystopiaq03585204;Concrete Swords;27-10-11;Tape Hex;2012;Electronic;IDM, Minimal;249;dystopiaq035;Dystopiaq;Concrete Swords;2;2;04;04;1;1;http://archive.org/details/dystopiaq035;1;2012-09-18 23:39:59;2012-09-18 23:39:59;2012-09-18 23:39:59;?
earman15396rs01;Janne Hanhisuanto;Rain Song;Water Stories;2010;Electronic;Ambient;168;earman153;Earth Mantra;Janne Hanhisuanto;4;1;01;08;1;1;http://www.archive.org/details/earman153;6;2010-11-28 11:45:42;2013-01-06 23:02:12;2010-11-28 11:45:42, 2011-01-23 22:42:48, 2011-03-01 08:44:28, 2011-07-31 00:01:06, 2011-08-25 23:29:55, 2013-01-06 23:02:12;?
earman15319fa02;Janne Hanhisuanto;Fog at the Sea;Water Stories;2010;Electronic;Ambient;575;earman153;Earth Mantra;Janne Hanhisuanto;2;1;02;08;1;1;http://www.archive.org/details/earman153;1;2010-12-22 01:06:36;2010-12-22 01:06:36;2010-12-22 01:06:36;?
earman15308rb03;Janne Hanhisuanto;Rusted Barrel by the Sea;Water Stories;2010;Electronic;Ambient;598;earman153;Earth Mantra;Janne Hanhisuanto;3;1;03;08;1;1;http://www.archive.org/details/earman153;3;2010-12-22 01:16:21;2011-08-25 23:41:30;2010-12-22 01:16:21, 2011-01-23 22:52:23, 2011-08-25 23:41:30;?
earman15362tr04;Janne Hanhisuanto;This River;Water Stories;2010;Electronic;Ambient;422;earman153;Earth Mantra;Janne Hanhisuanto;4;1;04;08;1;1;http://www.archive.org/details/earman153;5;2010-12-22 01:25:07;2012-02-05 09:36:05;2010-12-22 01:25:07, 2011-03-01 08:48:40, 2011-08-25 23:32:44, 2012-01-29 15:26:31, 2012-02-05 09:36:05;?
earman15348w05;Janne Hanhisuanto;Waterology;Water Stories;2010;Electronic;Ambient;171;earman153;Earth Mantra;Janne Hanhisuanto;2;2;05;08;1;1;http://www.archive.org/details/earman153;1;2010-12-22 01:30:30;2010-12-22 01:30:30;2010-12-22 01:30:30;?
earman15343db06;Janne Hanhisuanto;Deep Blue;Water Stories;2010;Electronic;Ambient;644;earman153;Earth Mantra;Janne Hanhisuanto;2;1;06;08;1;1;http://www.archive.org/details/earman153;1;2010-12-22 01:36:30;2010-12-22 01:36:30;2010-12-22 01:36:30;?
earman15368sw07;Janne Hanhisuanto;Standing Wave;Water Stories;2010;Electronic;Ambient;365;earman153;Earth Mantra;Janne Hanhisuanto;3;1;07;08;1;1;http://www.archive.org/details/earman153;2;2010-12-22 01:45:23;2011-01-23 22:37:48;2010-12-22 01:45:23, 2011-01-23 22:37:48;?
earman15308r08;Janne Hanhisuanto;Raindrops;Water Stories;2010;Electronic;Ambient;104;earman153;Earth Mantra;Janne Hanhisuanto;4;1;08;08;1;1;http://www.archive.org/details/earman153;5;2010-12-22 01:49:43;2012-02-05 01:59:41;2010-12-22 01:49:43, 2011-03-02 23:44:57, 2011-05-11 19:07:45, 2011-08-25 23:39:46, 2012-02-05 01:59:41;?
ES00802fw01;Lauri Leino;Flow with the flow;Thru the lines;2005;Electronic;Techno;378;ES008;Edensonic;Lauri Leino;2;2;01;07;1;1;http://www.archive.org/details/ES008;1;2011-11-19 17:10:12;2011-11-19 17:10:12;2011-11-19 17:10:12;?
ES00840tt02;Lauri Leino;Thru the lines;Thru the lines;2005;Electronic;Techno;354;ES008;Edensonic;Lauri Leino;3;2;02;07;1;1;http://www.archive.org/details/ES008;2;2011-11-20 14:59:30;2011-12-24 00:03:09;2011-11-20 14:59:30, 2011-12-24 00:03:09;?
ES00882ca03;Lauri Leino;Cut Action;Thru the lines;2005;Electronic;Techno;347;ES008;Edensonic;Lauri Leino;2;2;03;07;1;1;http://www.archive.org/details/ES008;1;2011-11-20 15:05:23;2011-11-20 15:05:23;2011-11-20 15:05:23;?
ES00849gi04;Lauri Leino;Gone in the air;Thru the lines;2005;Electronic;Techno;491;ES008;Edensonic;Lauri Leino;3;3;04;07;1;1;http://www.archive.org/details/ES008;3;2011-11-20 15:11:25;2012-01-06 11:37:22;2011-11-20 15:11:25, 2011-12-20 13:22:40, 2012-01-06 11:37:22;?
ES00821u05;Lauri Leino;Ulappa;Thru the lines;2005;Electronic;Techno;354;ES008;Edensonic;Lauri Leino;2;2;05;07;1;1;http://www.archive.org/details/ES008;1;2011-11-20 15:27:52;2011-11-20 15:27:52;2011-11-20 15:27:52;?
ES00803v06;Lauri Leino;Valssi;Thru the lines;2005;Electronic;Techno;328;ES008;Edensonic;Lauri Leino;2;2;06;07;1;1;http://www.archive.org/details/ES008;2;2011-11-20 15:33:43;2011-11-23 01:10:34;2011-11-20 15:33:43, 2011-11-23 01:10:34;?
ES00831tt07;Lauri Leino;Thru the lines - Escape the chains remix;Thru the lines;2005;Electronic;Techno;368;ES008;Edensonic;Lauri Leino;2;3;07;07;1;1;http://www.archive.org/details/ES008;1;2011-12-10 12:31:48;2011-12-10 12:31:48;2011-12-10 12:31:48;?
EGAMIREC03407a01;ILLMATIC;Actitud;Mama quiere que te largues;2011;Hip Hop;Rap;299;EGAMIREC034;Egami;ILLMATIC;2;2;01;09;1;1;http://www.archive.org/details/EGAMIREC034;1;2012-03-27 01:32:49;2012-03-27 01:32:49;2012-03-27 01:32:49;?
EGAMIREC03454mm02;ILLMATIC;Mas mierda (Quien puede mas);Mama quiere que te largues;2011;Hip Hop;Rap;310;EGAMIREC034;Egami;ILLMATIC;2;2;02;09;1;1;http://www.archive.org/details/EGAMIREC034;2;2012-03-30 16:56:34;2012-05-11 00:50:17;2012-03-30 16:56:34, 2012-05-11 00:50:17;?
EGAMIREC03406el03;ILLMATIC;Especial locos x el diggin;Mama quiere que te largues;2011;Hip Hop;Rap;148;EGAMIREC034;Egami;ILLMATIC;2;2;03;09;1;1;http://www.archive.org/details/EGAMIREC034;1;2012-03-30 17:01:44;2012-03-30 17:01:44;2012-03-30 17:01:44;?
EGAMIREC03408mq04;ILLMATIC;Mama quiere que te largues;Mama quiere que te largues;2011;Hip Hop;Rap;221;EGAMIREC034;Egami;ILLMATIC;2;2;04;09;1;1;http://www.archive.org/details/EGAMIREC034;1;2012-04-08 23:55:28;2012-04-08 23:55:28;2012-04-08 23:55:28;?
EGAMIREC03400en05;ILLMATIC;Esta noche es la noche;Mama quiere que te largues;2011;Hip Hop;Rap;328;EGAMIREC034;Egami;ILLMATIC;2;2;05;09;1;1;http://www.archive.org/details/EGAMIREC034;2;2012-04-08 23:59:09;2012-05-11 00:55:27;2012-04-08 23:59:09, 2012-05-11 00:55:27;?
EGAMIREC03452np06;ILLMATIC;No pasa nada;Mama quiere que te largues;2011;Hip Hop;Rap;282;EGAMIREC034;Egami;ILLMATIC;1;2;06;09;1;1;http://www.archive.org/details/EGAMIREC034;1;2012-04-09 00:04:37;2012-04-09 00:04:37;2012-04-09 00:04:37;?
EGAMIREC03414og07;ILLMATIC;Ok, Guru;Mama quiere que te largues;2011;Hip Hop;Rap;144;EGAMIREC034;Egami;ILLMATIC;2;2;07;09;1;1;http://www.archive.org/details/EGAMIREC034;2;2012-05-06 14:28:09;2012-05-10 00:23:20;2012-05-06 14:28:09, 2012-05-10 00:23:20;?
